id;track_name;genre;artist_name;topic;release_date
1635;oh, yes, oh!;rock;the kingston trio;night/time;1961
1636;coast of california;rock;the kingston trio;violence;1961
1637;coming from the mountains;rock;the kingston trio;music;1961
1638;exotic two;rock;sun ra;obscene;1961
1639;white riot;rock;the clash;violence;1961
1640;armagideon time;rock;the clash;night/time;1961
1641;there's a party goin' on;rock;wanda jackson;obscene;1961
1642;one last kiss;rock;bobby vee;romantic;1961
1643;tongue tied;rock;wanda jackson;violence;1961
1644;(ghost) riders in the sky;rock;the ventures;violence;1961
1645;i'm coming home;rock;elvis presley;music;1961
1646;give me the right;rock;elvis presley;night/time;1961
1647;judy;rock;elvis presley;romantic;1961
1648;i slipped, i stumbled, i fell;rock;elvis presley;sadness;1961
1649;put the blame on me;rock;elvis presley;sadness;1961
1650;can't help falling in love;rock;elvis presley;sadness;1961
1651;island of love;rock;elvis presley;music;1961
1652;no more;rock;elvis presley;sadness;1961
1653;hawaiian sunset;rock;elvis presley;night/time;1961
1654;ku-u-i-po;rock;elvis presley;world/life;1961
1655;right or wrong;rock;wanda jackson;night/time;1961
1656;hawaiian wedding song;rock;elvis presley;music;1961
1657;almost always true;rock;elvis presley;romantic;1961
1658;man we had a party;rock;wanda jackson;obscene;1961
1659;starting today;rock;elvis presley;world/life;1961
1660;in your arms;rock;elvis presley;romantic;1961
1661;gently;rock;elvis presley;romantic;1961
1662;sticks and stones;rock;wanda jackson;obscene;1961
1663;it's a sin;rock;elvis presley;sadness;1961
1664;away rio;rock;the kingston trio;sadness;1962
1665;i got a letter (this morning);rock;john lee hooker;feelings;1962
1666;poor ellen smith;rock;the kingston trio;violence;1962
1667;long black veil;rock;the kingston trio;violence;1962
1668;chiquita mia;rock;chris montez;music;1962
1669;the night i cried;rock;brian hyland;sadness;1962
1670;don't gild the lily, lily;rock;del shannon;obscene;1962
1671;new day;rock;sun ra;obscene;1962
1672;china gates;rock;sun ra;sadness;1962
1673;miss marmelstein;rock;barbra streisand;feelings;1962
1674;yesterday;rock;john lennon;world/life;1962
1675;kiss me quick;rock;elvis presley;romantic;1962
1676;i'm yours;rock;elvis presley;romantic;1962
1677;something blue;rock;elvis presley;sadness;1962
1678;mexico;rock;the ventures;violence;1962
1679;l-o-n-e-l-y;rock;bobby vinton;sadness;1962
1680;marguerita;rock;elvis presley;romantic;1963
1681;one broken heart for sale;rock;elvis presley;sadness;1963
1682;mexico;rock;elvis presley;world/life;1963
1683;i'm falling in love tonight;rock;elvis presley;sadness;1963
1684;ain't gonna grieve;rock;bob dylan;violence;1963
1685;keepin' out of mischief now;rock;barbra streisand;obscene;1963
1686;my honey's loving arms;rock;barbra streisand;romantic;1963
1687;happy ending;rock;elvis presley;world/life;1963
1688;cotton candy land;rock;elvis presley;obscene;1963
1689;try to remember;rock;the kingston trio;world/life;1963
1690;happy days are here again;rock;barbra streisand;music;1963
1691;fame and fortune;rock;elvis presley;romantic;1963
1692;surrender;rock;elvis presley;romantic;1963
1693;not a second time;rock;the beatles;world/life;1963
1694;all i've got to do;rock;the beatles;music;1963
1695;you really got a hold on me;rock;the beatles;romantic;1963
1696;till there was you;rock;the beatles;music;1963
1697;all my loving;rock;the beatles;romantic;1963
1698;devil in her heart;rock;the beatles;sadness;1963
1699;a taste of honey;rock;the beatles;romantic;1963
1700;hold me tight;rock;the beatles;romantic;1963
1701;it's now or never;rock;elvis presley;romantic;1963
1702;p.s. i love you;rock;the beatles;music;1963
1703;please mister postman;rock;the beatles;night/time;1963
1704;fun in acapulco;rock;elvis presley;night/time;1963
1705;i feel so bad;rock;elvis presley;obscene;1963
1706;roustabout;rock;elvis presley;obscene;1964
1707;kissin' cousins;rock;elvis presley;night/time;1964
1708;you do something to me;rock;the kinks;sadness;1964
1709;grown up wrong;rock;the rolling stones;world/life;1964
1710;long tall sally;rock;the kinks;night/time;1964
1711;ramblin' boy;rock;tom paxton;music;1964
1712;snowblind;rock;system of a down;violence;1964
1713;tender feeling;rock;elvis presley;romantic;1964
1714;knock on the door;rock;phil ochs;violence;1964
1715;to susan on the west coast waiting;rock;donovan;violence;1964
1716;big love, big heartache;rock;elvis presley;sadness;1964
1717;some day soon;rock;ian & sylvia;music;1964
1718;the nightingale;rock;the dubliners;music;1964
1719;once is enough;rock;elvis presley;world/life;1964
1720;anyone (could fall in love with you);rock;elvis presley;sadness;1964
1721;ballad of william worthy;rock;phil ochs;world/life;1964
1722;time is on my side;rock;the rolling stones;night/time;1964
1723;what you're doing;rock;the beatles;sadness;1964
1724;not fade away;rock;the rolling stones;sadness;1964
1725;i'll follow the sun;rock;the beatles;world/life;1964
1726;and i love her;rock;the beatles;romantic;1964
1727;all day and all of the night;rock;the kinks;night/time;1964
1728;things we said today;rock;the beatles;world/life;1964
1729;i'll cry instead;rock;the beatles;sadness;1964
1730;words of love;rock;the beatles;romantic;1964
1731;any time at all;rock;the beatles;night/time;1964
1732;tell me why;rock;the beatles;sadness;1964
1733;i'll be back;rock;the beatles;sadness;1964
1734;good times, bad times;rock;the rolling stones;world/life;1964
1735;just can't go to sleep;rock;the kinks;night/time;1964
1736;the twilight zone;rock;the ventures;violence;1964
1737;susie q;rock;the rolling stones;sadness;1964
1738;universal soldier;rock;buffy sainte-marie;violence;1964
1739;the good's gone;rock;the who;feelings;1965
1740;heart of stone;rock;the rolling stones;sadness;1965
1741;you never wanted me;rock;jackson c. frank;sadness;1965
1742;got my feet on the ground;rock;the kinks;violence;1965
1743;who'll be the next in line;rock;the kinks;night/time;1965
1744;anyway anyhow anywhere;rock;the who;world/life;1965
1745;puppet on a string;rock;elvis presley;romantic;1965
1746;pain in my heart;rock;the rolling stones;sadness;1965
1747;off the hook;rock;the rolling stones;night/time;1965
1748;your cheatin' heart;rock;elvis presley;sadness;1965
1749;such a shame;rock;the kinks;world/life;1965
1750;gotta get the first plane home;rock;the kinks;music;1965
1751;the men behind the guns;rock;phil ochs;violence;1965
1752;ring the bells;rock;the kinks;music;1965
1753;that's how strong my love is;rock;the rolling stones;feelings;1965
1754;don't ever change;rock;the kinks;world/life;1965
1755;summer kisses, winter tears;rock;elvis presley;sadness;1965
1756;yellow walls;rock;jackson c. frank;violence;1965
1757;so long;rock;the kinks;night/time;1965
1758;look what you've done;rock;the rolling stones;sadness;1965
1759;it's not true;rock;the who;world/life;1965
1760;tired of waiting for you;rock;the kinks;night/time;1965
1761;till the end of the day;rock;the kinks;romantic;1965
1762;dedicated follower of fashion;rock;the kinks;obscene;1965
1763;i've just seen a face;rock;the beatles;world/life;1965
1764;you've got to hide your love away;rock;the beatles;violence;1965
1765;in my life;rock;the beatles;world/life;1965
1766;the last time;rock;the rolling stones;night/time;1965
1767;the word;rock;the beatles;music;1965
1768;wait;rock;the beatles;sadness;1965
1769;play with fire;rock;the rolling stones;obscene;1965
1770;the night before;rock;the beatles;night/time;1965
1771;i go to sleep;rock;the kinks;night/time;1965
1772;yesterday;rock;the beatles;world/life;1965
1773;never;rock;moving pictures;sadness;1965
1774;where have all the good times gone;rock;the kinks;feelings;1965
1775;night-time;rock;the strangeloves;night/time;1965
1776;good times;rock;the rolling stones;night/time;1965
1777;fancy;rock;the kinks;world/life;1966
1778;i am waiting;rock;the rolling stones;night/time;1966
1779;gimme shelter;rock;the rolling stones;sadness;1966
1780;party line;rock;the kinks;obscene;1966
1781;doncha bother me;rock;the rolling stones;violence;1966
1782;lady jane;rock;the rolling stones;world/life;1966
1783;heat wave;rock;the who;sadness;1966
1784;time has come today;rock;the chambers brothers;night/time;1966
1785;too much on my mind;rock;the kinks;night/time;1966
1786;sympathy for the devil;rock;the rolling stones;violence;1966
1787;a quick one, while he's away;rock;the who;music;1966
1788;good day sunshine;rock;the beatles;feelings;1966
1789;for no one;rock;the beatles;sadness;1966
1790;yellow submarine;rock;the beatles;world/life;1966
1791;sunny afternoon;rock;the kinks;world/life;1966
1792;eleanor rigby;rock;the beatles;sadness;1966
1793;and your bird can sing;rock;the beatles;music;1966
1794;here, there and everywhere;rock;the beatles;world/life;1966
1795;tomorrow never knows;rock;the beatles;world/life;1966
1796;dead end street;rock;the kinks;violence;1966
1797;(we ain't got) nothin' yet;rock;the blues magoos;obscene;1966
1798;ghetto music;hip hop;boogie down productions;music;1989
1799;jack of spades;hip hop;boogie down productions;obscene;1989
1800;the style you haven't done yet;hip hop;boogie down productions;obscene;1989
1801;gimme dat (woy);hip hop;boogie down productions;obscene;1989
1802;the blueprint;hip hop;boogie down productions;obscene;1989
1803;breath control;hip hop;boogie down productions;obscene;1989
1804;the tables are turnin';hip hop;einstein;obscene;1990
1805;all the blacks;hip hop;the original squad;sadness;1990
1806;bite of love;hip hop;asher d;world/life;1990
1807;we are the champions;hip hop;asher d;obscene;1990
1808;rhymes to kill;hip hop;chris biscuit;obscene;1990
1809;hip hop junkies;hip hop;nice & smooth;obscene;1991
1810;k.i.s.s. (keep it simple stupid);hip hop;diamond & the psychotic neurotics;obscene;1992
1811;"shut the ""*!*!"" up";hip hop;diamond & the psychotic neurotics;violence;1992
1812;lunchroom chatter;hip hop;diamond & the psychotic neurotics;obscene;1992
1813;last car on the 2 train;hip hop;diamond & the psychotic neurotics;obscene;1992
1814;intro;hip hop;lighter shade of brown;obscene;1992
1815;a view from the underground;hip hop;diamond & the psychotic neurotics;obscene;1992
1816;"comments from big ""l"" and showbiz";hip hop;diamond & the psychotic neurotics;obscene;1992
1817;live and die for hip hop;hip hop;kris kross;obscene;1992
1818;what you seek;hip hop;diamond & the psychotic neurotics;obscene;1992
1819;step to me;hip hop;diamond & the psychotic neurotics;obscene;1992
1820;hip hop lover;hip hop;en vogue;obscene;1992
1821;best kept secret;hip hop;diamond & the psychotic neurotics;obscene;1992
1822;i went for mine;hip hop;diamond & the psychotic neurotics;obscene;1992
1823;hip hop locos;hip hop;lighter shade of brown;obscene;1992
1824;stunts, blunts, & hip hop;hip hop;diamond & the psychotic neurotics;obscene;1992
1825;check it out;hip hop;lighter shade of brown;obscene;1992
1826;it don't stop (hip hop classic);hip hop;kris kross;obscene;1993
1827;return of the hip hop freaks;hip hop;nice & smooth;obscene;1994
1828;hip hop barber shop request line;hip hop;xscape;obscene;1995
1829;tryin' to get my groove on;hip hop;trina;obscene;1996
1830;ya ke'sto no es pop, es hip-hop/rap;hip hop;frank t;sadness;1996
1831;feel my flow;hip hop;black noise;violence;1998
1832;fast life;hip hop;ghostface killah;world/life;1998
1833;play it cool;hip hop;brand nubian;obscene;1998
1834;so-called coloured folks;hip hop;black noise;obscene;1998
1835;can you hear me;hip hop;fabolous;obscene;1999
1836;get ready;hip hop;mase;night/time;1999
1837;where the party at;hip hop;jagged edge;obscene;1999
1838;there it is;hip hop;ginuwine;obscene;1999
1839;srm (sindicato rima maestra);hip hop;sindicato argentino del hip hop;obscene;2000
1840;the next episode;hip hop;dr. dre;obscene;2000
1841;na ma se que cantar;hip hop;payo malo;sadness;2001
1842;intro;hip hop;dj tomekk;obscene;2001
1843;pa mi gente;hip hop;fill black;world/life;2001
1844;well known asshole;hip hop;obie trice;obscene;2001
1845;this is my hip hop;hip hop;la fossa;obscene;2001
1846;you've gotta believe;hip hop;lovebug starski;world/life;2001
1847;starski (live at the disco fever);hip hop;lovebug starski;obscene;2001
1848;times own;hip hop;mood ruff;violence;2002
1849;la forza del mondo;hip hop;chef ragoo;music;2002
1850;homies;hip hop;slow pain;obscene;2002
1851;karma;hip hop;mr. lil one;obscene;2002
1852;f**k the haters;hip hop;lil cuete;sadness;2002
1853;scribble on a clean surface;hip hop;aceyalone;obscene;2002
1854;blink blink;hip hop;aceyalone;obscene;2002
1855;jack of all trades;hip hop;aceyalone;violence;2002
1856;future rockers;hip hop;aceyalone;world/life;2002
1857;trust;hip hop;krs-one;world/life;2002
1858;never give up;hip hop;krs-one;obscene;2002
1859;run and hide;hip hop;hip-hop wieners;sadness;2002
1860;rappers on deck;hip hop;aceyalone;obscene;2002
1861;love of my life (an ode to hip hop);hip hop;erykah badu;world/life;2002
1862;hard rimes;hip hop;hip-hop wieners;obscene;2002
1863;veren na hip-hop;hip hop;x-team;sadness;2002
1864;san diego;hip hop;lil rob;obscene;2003
1865;latin rollers;hip hop;slow pain;sadness;2003
1866;saturday night ballin;hip hop;slow pain;obscene;2003
1867;the crow;hip hop;mr. lil one;obscene;2003
1868;hip hop adictos;hip hop;sabotaje mexica;obscene;2003
1869;steel dragon;hip hop;l.e.g.a.c.y.;obscene;2004
1870;hit man;hip hop;spoonie gee;obscene;2004
1871;morning light;hip hop;j-kwon;obscene;2004
1872;underwear;hip hop;j-kwon;obscene;2004
1873;they ask me;hip hop;j-kwon;obscene;2004
1874;b boys;hip hop;umut ertek;obscene;2004
1875;capital d;hip hop;dany dan;obscene;2004
1876;you & me;hip hop;j-kwon;obscene;2004
1877;show your ass;hip hop;j-kwon;obscene;2004
1878;street hop;hip hop;erick sermon;obscene;2004
1879;the godfather;hip hop;spoonie gee;obscene;2004
1880;thrift shop hip hop;hip hop;neanderthal youth;world/life;2004
1881;did you come to party;hip hop;spoonie gee;obscene;2004
1882;star spangled banner;hip hop;miri ben-ari;violence;2005
1883;miss melody;hip hop;miri ben-ari;obscene;2005
1884;el dinero;hip hop;sindicato argentino del hip hop;violence;2005
1885;"tell the devil ""ha!""";hip hop;krs-one;violence;2005
1886;one harmony;hip hop;hell razah;violence;2005
1887;do you;hip hop;heather b;obscene;2005
1888;get down (remix) [feat. q-tip];hip hop;craig mack;obscene;2005
1889;my hip hop;hip hop;black noise;obscene;2005
1890;maracatu atômico (trip hop);hip hop;chico science;sadness;2005
1891;it's no other than..;hip hop;canibus;obscene;2005
1892;hemmin' heads;hip hop;mic geronimo;violence;2005
1893;empieza la revolucion;hip hop;skool 77;violence;2006
1894;f**k y'all;hip hop;pastor troy;obscene;2006
1895;ballers;hip hop;slim thug;obscene;2006
1896;let's ride;hip hop;lil' flip;obscene;2006
1897;where are they now;hip hop;nas;obscene;2006
1898;in your area rmx;hip hop;planet asia & peanut butter wolf;violence;2006
1899;can't forget about you;hip hop;nas;world/life;2006
1900;shine on;hip hop;nas;obscene;2006
1901;ich bin deutscher hip hop ii (feat. olli banjo & megaloh);hip hop;sentino;violence;2006
1902;freestyle;hip hop;tormento;obscene;2006
1903;shed so many tears;hip hop;mobb deep;obscene;2006
1904;i am;hip hop;e-40;violence;2007
1905;all my n*gg*s;hip hop;method man;obscene;2007
1906;naw meen;hip hop;baby boy da prince;obscene;2007
1907;diamonds;hip hop;slim thug;obscene;2007
1908;hoggs on da grind;hip hop;slim thug;obscene;2007
1909;check on it;hip hop;slim thug;obscene;2007
1910;wood grain wheel;hip hop;slim thug;obscene;2007
1911;pillz;hip hop;gucci mane;obscene;2007
1912;hit em;hip hop;zion i;obscene;2007
1913;hold it down feat. method man;hip hop;dj jazzy jeff;obscene;2007
1914;this life;hip hop;snoop dogg;obscene;2007
1915;stress y'all;hip hop;m.o.p.;obscene;2007
1916;midwest invasion;hip hop;twista;obscene;2007
1917;it's the game;hip hop;the game;sadness;2007
1918;hip hop, pt. 1;hip hop;jht;obscene;2007
1919;think big (feat. b.i.g. & lord tariq);hip hop;pudgee;obscene;2007
1920;freestyle;hip hop;jadakiss;obscene;2007
1921;still strugglin';hip hop;raekwon;obscene;2007
1922;hip hop;hip hop;joell ortiz;obscene;2007
1923;this is the way i live;hip hop;baby boy da prince;obscene;2007
1924;still struggling;hip hop;raekwon;obscene;2007
1925;get at me;hip hop;remy ma;obscene;2007
1926;the victory;hip hop;krs-one;world/life;2007
1927;dangerous;hip hop;cormega;obscene;2007
1928;have a party;hip hop;mobb deep;obscene;2007
1929;out of control;hip hop;mobb deep;obscene;2007
1930;we thugs;hip hop;ice cube;obscene;2007
1931;still tippin;hip hop;slim thug;obscene;2007
1932;nothing new;hip hop;krs-one;obscene;2007
1933;brand new funk 2k7 feat. peedi crakk;hip hop;dj jazzy jeff;obscene;2007
1934;pimpin';hip hop;tony yayo;obscene;2007
1935;the teacha's back;hip hop;krs-one;obscene;2007
1936;this is what it is;hip hop;krs-one;world/life;2007
1937;i was there;hip hop;krs-one;obscene;2007
1938;over 30;hip hop;krs-one;obscene;2007
1939;party time;hip hop;kurtis blow;obscene;2008
1940;if i ruled the world;hip hop;kurtis blow;world/life;2008
1941;the breaks;hip hop;kurtis blow;sadness;2008
1942;ice ice baby (re-recorded version);hip hop;vanilla ice;obscene;2008
1943;hip- hop (out in the dark);hip hop;dj drama;music;2008
1944;buffalo soldier;hip hop;vanilla ice;violence;2008
1945;ice ice baby (club crasher mix);hip hop;vanilla ice;obscene;2008
1946;choir song;hip hop;nas;obscene;2008
1947;fantastic voyage (lil stayne mix);hip hop;coolio;obscene;2008
1948;i got a man (re-recorded);hip hop;positive k;obscene;2008
1949;qui a dit que le rap était dead ?;hip hop;seth gueko;violence;2008
1950;ghost stories;hip hop;hmd;obscene;2008
1951;dear hip hop;hip hop;ll cool j;obscene;2008
1952;g-shit;hip hop;ice cube;obscene;2008
1953;club on lock;hip hop;the sugarhill gang;obscene;2008
1954;shut em down;hip hop;supaman;obscene;2008
1955;take notes;hip hop;supaman;violence;2008
1956;ice ice baby;hip hop;vanilla ice;obscene;2008
1957;hip hop;hip hop;krs-one;obscene;2008
1958;white lines (long version) [re-recorded];hip hop;grandmaster flash & the furious five;violence;2008
1959;gangsta's paradise (re-recorded version);hip hop;coolio;world/life;2008
1960;i do it for hip hop;hip hop;ludacris;obscene;2008
1961;roxanne's revenge (re-recorded);hip hop;roxanne shante;obscene;2008
1962;jump around;hip hop;vanilla ice;world/life;2008
1963;hip-hop drunkies;hip hop;tha alkaholiks;obscene;2008
1964;hip hop;hip hop;trip lee;obscene;2008
1965;supersonic (re-recorded);hip hop;j.j. fad;obscene;2008
1966;white lines;hip hop;grandmaster melle mel;violence;2008
1967;the quan;hip hop;foxy brown;obscene;2008
1968;jam on it (re-recorded);hip hop;newcleus;obscene;2008
1969;clap ta dis;hip hop;supaman;sadness;2008
1970;skillz;hip hop;super sonic;violence;2009
1971;do the stevie;hip hop;j-kwon;violence;2009
1972;jockin';hip hop;j-kwon;obscene;2009
1973;hater's get lost;hip hop;j-kwon;obscene;2009
1974;tipsy (j skillz remix) [radio edit];hip hop;j-kwon;obscene;2009
1975;i'm shinin;hip hop;j-kwon;obscene;2009
1976;son of a gun;hip hop;illvibe;sadness;2009
1977;she got it;hip hop;night shield;obscene;2009
1978;get ya block on;hip hop;night shield;sadness;2009
1979;the night away;hip hop;night shield;sadness;2009
1980;they call this (hip hop);hip hop;classified;obscene;2009
1981;live or die;hip hop;loon;obscene;2009
1982;tipsy 09 (radio edit);hip hop;j-kwon;obscene;2009
1983;close your eyes;hip hop;j-kwon;obscene;2009
1984;money machine;hip hop;ying yang twins;violence;2009
1985;supersonic (electrolicious remix);hip hop;j.j. fad;obscene;2009
1986;how ya like me now (re-recorded / remastered);hip hop;kool moe dee;obscene;2009
1987;i got it made (re-recorded / remastered);hip hop;special ed;obscene;2009
1988;deglu xel;hip hop;sen kumpa;violence;2009
1989;intro;hip hop;african underground;obscene;2009
1990;i'm not havin’ it (re-recorded / remastered);hip hop;positive k;music;2009
1991;i go to work (re-recorded);hip hop;kool moe dee;obscene;2009
1992;never forget;hip hop;shiffai;sadness;2009
1993;i got it made (re-recorded/remasterd);hip hop;special ed;obscene;2009
1994;g-s**t;hip hop;wc;obscene;2009
1995;hip hop esta vivo;hip hop;hata proof records presents mr nava;sadness;2009
1996;six million ways to die;hip hop;funkmaster flex;obscene;2009
1997;a brief intermission (skit);hip hop;"royce da 5'9""";obscene;2009
1998;i got cha opin;hip hop;black moon;violence;2009
1999;appel local;hip hop;83;violence;2009
2000;turn up the bass;hip hop;tyree cooper;obscene;2009
2001;count for nothing;hip hop;"royce da 5'9""";obscene;2009
2002;gangsta;hip hop;"royce da 5'9""";obscene;2009
2003;hood love;hip hop;"royce da 5'9""";obscene;2009
2004;my own planet;hip hop;"royce da 5'9""";obscene;2009
2005;far away;hip hop;"royce da 5'9""";obscene;2009
2006;something 2 ride 2;hip hop;"royce da 5'9""";obscene;2009
2007;i hip hop;hip hop;thundamentals;violence;2009
2008;hip hop's cool again;hip hop;oddisee;obscene;2009
2009;bad boy (feat. jungle rock jr.);hip hop;"royce da 5'9""";obscene;2009
2010;tipsy 09;hip hop;j-kwon;obscene;2009
2011;let's get it on;hip hop;smif-n-wessun;obscene;2009
2012;i'm fresh (feat. mr. porter);hip hop;"royce da 5'9""";obscene;2009
2013;street hop 2010;hip hop;"royce da 5'9""";obscene;2009
2014;move, shake, drop;hip hop;dj laz;obscene;2009
2015;gun harmonizing (feat. crooked i);hip hop;"royce da 5'9""";obscene;2009
2016;dinner time (feat. busta rhymes);hip hop;"royce da 5'9""";obscene;2009
2017;who got the props;hip hop;black moon;obscene;2009
2018;on the run;hip hop;"royce da 5'9""";obscene;2009
2019;buck 'em down;hip hop;black moon;obscene;2009
2020;bucktown;hip hop;smif-n-wessun;obscene;2009
2021;5;hip hop;don bigg;obscene;2009
2022;soldier (feat. kid vishis);hip hop;"royce da 5'9""";obscene;2009
2023;mine in thiz (feat. mr. porter);hip hop;"royce da 5'9""";obscene;2009
2024;thing for your girlfriend;hip hop;"royce da 5'9""";obscene;2009
2025;soldier;hip hop;"royce da 5'9""";obscene;2009
2026;leçon 3;hip hop;83;obscene;2009
2027;pretres;hip hop;gane rimatore;obscene;2009
2028;slusaj ovo;hip hop;gane rimatore;world/life;2009
2029;83;hip hop;83;obscene;2009
2030;keep on movin';hip hop;83;violence;2009
2031;return of the iron man;hip hop;ghostface killah;obscene;2009
2032;haut de gamme;hip hop;83;world/life;2009
2033;hip hop rek;hip hop;sister fa;violence;2009
2034;birth of hip hop;hip hop;diafrix;obscene;2009
2035;hip-hop blues;hip hop;diaz;obscene;2009
2036;hip hop;hip hop;more;obscene;2009
2037;hip hop;hip hop;damos;obscene;2009
2038;la legge del più forte;hip hop;gli inquilini;violence;2010
2039;i got it made;hip hop;special ed;obscene;2010
2040;express yourself;hip hop;n.w.a.;obscene;2010
2041;you gots to chill;hip hop;epmd;obscene;2010
2042;le prix à payer;hip hop;stezo;violence;2010
2043;sembrava un gioco;hip hop;cor veleno;violence;2010
2044;how you like me now (re-recorded / remastered);hip hop;special ed;violence;2010
2045;it takes two (re-recorded);hip hop;rob base;obscene;2010
2046;w/s foe life;hip hop;mack 10;obscene;2010
2047;x&o (feat. blowsight);hip hop;pato pooh;violence;2010
2048;in fissa per il rap;hip hop;piotta;world/life;2010
2049;hip-hop black ops;hip hop;canibus;violence;2010
2050;hold det nede (med dirty definite);hip hop;tungtvann;violence;2010
2051;trueschool;hip hop;prop dylan;obscene;2010
2052;for my disappointing hip hop heroes;hip hop;ceschi;violence;2010
2053;it's bigger than hip hop uk;hip hop;dead prez;obscene;2010
2054;keep it movin' (ft. p.o.s.);hip hop;mod sun;sadness;2010
2055;no girlfriend;hip hop;mod sun;obscene;2010
2056;i killed hip hop;hip hop;lil b;obscene;2010
2057;opos lioni to keri;hip hop;razastarr;world/life;2010
2058;puro;hip hop;freeman;night/time;2010
2059;rescaper;hip hop;freeman;obscene;2010
2060;fan first;hip hop;trainspotters;obscene;2010
2061;"street hop (feat. royce da 5'9"")";hip hop;kid vishis;obscene;2010
2062;my black nina;hip hop;rza;obscene;2011
2063;ruff ryders' anthem (re-recorded);hip hop;dmx;obscene;2011
2064;where the hood at (re-recorded / remastered);hip hop;dmx;obscene;2011
2065;party up (up in here) (re-recorded / remastered);hip hop;dmx;obscene;2011
2066;remenber us;hip hop;nje;sadness;2011
2067;facebookprofil;hip hop;marc reis;world/life;2011
2068;bill murray;hip hop;sweatshop union;obscene;2011
2069;no diggity (re-recorded / remastered);hip hop;blackstreet;obscene;2011
2070;ruff ryders' anthem (re-recorded / remastered);hip hop;dmx;obscene;2011
2071;this is how we do it (re-recorded / remastered);hip hop;montell jordan;obscene;2011
2072;what's my name? (re-recorded / remastered);hip hop;dmx;obscene;2011
2073;this is how we do it (re-recorded);hip hop;montell jordan;obscene;2011
2074;my prerogative (re-recorded);hip hop;bobby brown;obscene;2011
2075;party up (up in here) [re-recorded];hip hop;dmx;obscene;2011
2076;i come off;hip hop;young mc;obscene;2011
2077;where the party at? (re-recorded) [remastered];hip hop;jagged edge;obscene;2011
2078;hip hop;hip hop;baron samedi;sadness;2011
2079;best kept secret;hip hop;diamond d;obscene;2011
2080;livin' astro;hip hop;kool keith;obscene;2011
2081;on and on;hip hop;shyheim;obscene;2011
2082;t.o.n.y. (top of new york);hip hop;capone-n-noreaga;obscene;2011
2083;are you listening?;hip hop;j. rawls;obscene;2011
2084;the ghost of hip hop's past;hip hop;canibus;violence;2011
2085;no diggity;hip hop;blackstreet;obscene;2011
2086;ain't a damn thang changed;hip hop;wc;obscene;2011
2087;gurls wit da boom;hip hop;proof;obscene;2011
2088;i got a man (re-recorded) [remastered];hip hop;positive k;obscene;2011
2089;don't talk (feat. gioman, killacat);hip hop;turi;sadness;2011
2090;not taking you back (feat. rapsody);hip hop;heather victoria;obscene;2011
2091;black august (dark);hip hop;killah priest;violence;2011
2092;come with me;hip hop;killah priest;violence;2011
2093;musifixtion;hip hop;killah priest;violence;2011
2094;when i'm writing;hip hop;killah priest;obscene;2011
2095;do the damn thing;hip hop;killah priest;obscene;2011
2096;time;hip hop;killah priest;violence;2011
2097;danger zone;hip hop;epmd;obscene;2011
